Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,375 - Patriots Plaza,375 E Street Southwest,,Washington,DC,20024,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.8840361,-77.0169844,2026-03-01,148429,2026-03-01 00:10:19 UTC,,,,2017-01-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,355 - Patriots Plaza,355 E Street Southwest,,Washington,DC,20024,,888-998-2546,E,,Public,Mon: 6:00am-6:00pm; Tue: 6:00am-6:00pm; Wed: 6:00am-6:00pm; Thu: 6:00am-6:00pm; Fri: 6:00am-6:00pm; Sat: 12:00am-12:00am; Sun: 12:00am-12:00am,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.8837304,-77.0165323,2026-03-01,148430,2026-03-01 00:10:19 UTC,,,,2017-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Lenkin 1133A, Lenkin 1133B",1133 Connecticut Avenue Northwest,,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.9049056,-77.0401315,2026-03-01,150369,2026-03-01 00:51:29 UTC,,,,2019-11-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Lenkin 1050A, Lenkin 1050B",1050 K Street Northwest,,Washington,DC,20001,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.9021405,-77.0267154,2026-03-01,150370,2026-03-01 00:51:29 UTC,,,,2019-11-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Rosewood Washington D.C. - Tesla Destination,1050 31st Street NW,,Washington,DC,20007,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.903912,-77.061216,2024-07-01,150490,2025-02-12 00:16:32 UTC,P,,,2017-04-06,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"Capella Washington, D.C. - Tesla Destination",1050 31st St NW,,Washington,DC,20007,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.904031,-77.061463,2024-07-01,150512,2025-02-12 00:16:32 UTC,P,,,2016-01-19,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,1501 New York Ave NE - Tesla Destination,1501 New York Ave NE,,Washington,DC,20002,,877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.915614,-76.983038,2024-07-01,150544,2025-02-12 00:16:32 UTC,P,,,2019-08-08,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Columbia Center - Tesla Destination,1152 15th St NW,,Washington,DC,20005,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.90493,-77.035048,2024-07-01,150607,2025-02-12 00:16:32 UTC,P,,,2019-04-09,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,1875 K Street - Tesla Destination,1875 K St NW,,Washington,DC,20036,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.902991,-77.043045,2024-07-01,150608,2025-02-12 00:16:32 UTC,P,,,2019-04-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,1700 New York Avenue - Tesla Destination,1700 New York Ave,,Washington,DC,20006,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.896069,-77.040275,2024-07-01,150609,2025-02-12 00:16:32 UTC,P,,,2019-04-04,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,INTERPARK PENN QTR1,616 E St NW,,Washington,DC,20004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.896423,-77.02124,2026-03-01,150799,2026-03-01 01:56:11 UTC,,,,2019-12-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,531714 - 799 9th Street,"799 9th Street NW, Suite 102",,Washington,DC,20001,,888-998-2546,E,,Public,24 hours daily,,,,,,6,,,Blink Network,https://blinkcharging.com,GPS,38.899515,-77.023468,2026-03-01,152377,2026-03-01 00:26:40 UTC,,,,2019-02-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Lincoln Square - 555 11th Street NW,555 11th Street Northwest,,Washington,DC,20004,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.8967861,-77.0264518,2026-03-01,152997,2026-03-01 00:51:36 UTC,,,,2019-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,77 H CHARGING CHARGING 1,99 H St NW,,Washington,DC,20001,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.90033,-77.012085,2026-03-01,154006,2026-03-01 01:59:12 UTC,,,,2020-02-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Georgetown Safeway - Tesla Supercharger,1855 Wisconsin Ave NW,,Washington,DC,20007,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,38.915985,-77.067573,2024-07-01,154661,2025-05-06 21:07:47 UTC,P,,,2020-03-13,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,QuikPark Inc.,560 13th St NW,,Washington,DC,20045,,866-816-7584,E,,Public,24 hours daily,,,,,,5,,,EV Connect,https://www.evconnect.com,GPS,38.896748,-77.029685,2026-03-01,155091,2026-03-01 04:51:03 UTC,,,,2019-04-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"Walmart 5968 (Washington, DC)",5929 Georgia Ave NW,,Washington,DC,20011,,833-632-2778,E,,Public,24 hours daily,,,,,,1,3,,Electrify America,https://www.electrifyamerica.com,GPS,38.96148,-77.02679,2026-03-01,163628,2026-03-01 04:41:35 UTC,,,,2020-06-25,,,,,J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Whole Foods - DC,965 Florida Ave NW,,Washington,DC,20001,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.919526,-77.024665,2026-03-01,164139,2026-03-01 00:25:54 UTC,,,,2020-07-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,JBG - The Foundry,1055 Thomas Jefferson St NW,,Washington,DC,20007,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.903686,-77.059528,2026-03-01,164718,2026-03-01 00:18:41 UTC,,,,2020-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,20 M St. Parking,20 M St. SE,,Washington,DC,20003,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.876829,-77.007855,2026-03-01,164765,2026-03-01 00:41:58 UTC,,,,2020-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,500 LEnfant Plaza,500 L'Enfant Plaza SW,,Washington,DC,20024,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.883395,-77.0234,2026-03-01,164777,2026-03-01 00:45:23 UTC,,,,2020-08-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,
ELEC,WATERMARK DC STATION 3,1900 Half St SW,Parking Garage WaterMark building split space 1 handicapped access,Washington,DC,20593,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.866563,-77.009695,2026-03-01,167157,2026-03-01 02:07:18 UTC,,,,2020-09-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,City Center Hines,870 9th Street Northwest,,Washington,DC,20001,,888-998-2546,E,,Public,24 hours daily,,,,,,20,,,Blink Network,https://blinkcharging.com,GPS,38.9005843,-77.0244732,2026-03-01,167874,2026-03-01 00:51:29 UTC,,,,2017-10-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,MOF II STATION #1,1000 First St SE,,Washington,DC,20003,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.877943,-77.00554,2026-03-01,168255,2026-03-01 02:05:57 UTC,,,,2020-11-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"The Residences at the Ritz-Carlton, Washington D.C. - Tesla Destination",1111 23rd St,,Washington,DC,20037,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.904875,-77.050069,2024-07-01,169189,2025-02-12 00:16:32 UTC,P,,,2015-07-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,"The Ritz-Carlton, Georgetown - Tesla Destination",3100 South Street NW,,Washington,DC,20007,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.903413,-77.061943,2024-07-01,169198,2025-02-12 00:16:32 UTC,P,,,2017-06-19,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Dakota Crossing - Tesla Supercharger,2438 Market Street NE,,Washington,DC,20018,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,38.922189,-76.953047,2024-07-01,169964,2025-05-06 21:07:47 UTC,P,,,2012-11-30,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_MALL,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,WASH HARBOUR STATION 2,3000 K St NW,Bottom of garage ramp,Washington,DC,20007,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.901724,-77.059446,2026-03-01,171630,2026-03-01 01:40:17 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,National Capital Parks,,,,false,
ELEC,RIVERFRONT DOCK 79 G1 01,79 Potomac Ave SE,"Resident Parking Area, Level G1 spaces 097-098",Washington,DC,20003,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.871181,-77.007125,2026-03-01,171849,2026-03-01 01:21:26 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,RIVERFRONT DOCK 79 G2 02,79 Potomac Ave SE,"Resident Parking Area, Level G2",Washington,DC,20003,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.87116,-77.006955,2026-03-01,171850,2026-03-01 01:19:02 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,RIVERFRONT DOCK 79 G1 02,79 Potomac Ave SE,"Resident Parking Area, Level G1 Spaces 095-096",Washington,DC,20003,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.871203,-77.007075,2026-03-01,171851,2026-03-01 01:19:00 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,1255 22ND ST STATION 1,1255 22nd St NW,,Washington,DC,20037,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.906676,-77.048355,2026-03-01,173137,2026-03-01 01:31:16 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P1 62EE,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903968,-77.034951,2026-03-01,173481,2026-03-01 01:26:53 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P1 62F1,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903976,-77.034963,2026-03-01,173482,2026-03-01 01:26:53 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P2 6256,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903969,-77.034963,2026-03-01,173483,2026-03-01 01:26:53 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P3 62E1,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.90393,-77.034964,2026-03-01,173484,2026-03-01 01:26:52 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P2 5A9F,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903977,-77.034947,2026-03-01,173485,2026-03-01 01:25:36 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P3 5A5C,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903941,-77.034977,2026-03-01,173486,2026-03-01 01:25:36 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P3 553A,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903926,-77.034959,2026-03-01,173487,2026-03-01 01:25:36 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P2 5774,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903987,-77.034926,2026-03-01,173488,2026-03-01 01:25:36 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P1 652A,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.90397,-77.034989,2026-03-01,173489,2026-03-01 01:27:20 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CARR PROPERTIES P3 652B,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.903974,-77.034952,2026-03-01,173490,2026-03-01 01:27:20 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WATERMARK DC STATION 2,1900 Half St SW,Parking Garage WaterMark building,Washington,DC,20593,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.866546,-77.009952,2026-03-01,181430,2026-03-01 02:07:15 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WATERMARK DC STATION 6,1900 Half St SW,Parking garage WaterMark building,Washington,DC,20593,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.866563,-77.009899,2026-03-01,181431,2026-03-01 02:07:15 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WATERMARK DC STATION 4,1900 Half St SW,Parking Garage WaterMark building split space 1 handicapped access,Washington,DC,20593,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.866563,-77.009813,2026-03-01,181432,2026-03-01 02:07:15 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WATERMARK DC STATION 5,1900 Half St SW,Parking garage WaterMark building handicapped van,Washington,DC,20593,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.866563,-77.009867,2026-03-01,181433,2026-03-01 02:07:14 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,WATERMARK DC STATION 1,1900 Half St SW,Parking Garage WaterMark building,Washington,DC,20593,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.866571,-77.00977,2026-03-01,181434,2026-03-01 02:07:14 UTC,,,,2021-01-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,4801 Connecticut Apartments,4801 Connecticut Avenue Northwest,,Washington,DC,20008,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.952433,-77.067651,2026-03-01,185667,2026-03-01 00:58:37 UTC,,,,2020-11-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$4.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,MLK LIBRARY STATION1,901 G St. NW,,Washington,DC,20001,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.898695,-77.024782,2026-03-01,186631,2026-03-01 02:20:32 UTC,,,,2021-03-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PORTALS III PORTALS3 EVCS2,1318 D St SW,"Garage, P1 Level Spaces 1016 & 1017",Washington,DC,20024,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.884869,-77.030465,2026-03-01,187896,2026-03-01 02:22:44 UTC,,,,2021-04-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PORTALS III PORTALS3 EVCS1,1318 D St SW,"Garage, P1 Level Spaces 1014 & 1015",Washington,DC,20024,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.884844,-77.030357,2026-03-01,187897,2026-03-01 02:22:44 UTC,,,,2021-04-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,Conrad Washington DC,950 New York Avenue Northwest,,Washington,DC,20001,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.901306,-77.0255817,2026-03-01,188036,2026-03-01 01:00:13 UTC,,,,2021-01-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.25/kWh Energy Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,BRE STATION 2,1425 K St NW,P1 Level Garage,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.902965,-77.032968,2026-03-01,189944,2026-03-01 02:23:34 UTC,,,,2021-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BRE STATION 1,1425 K St NW,P1 Level Garage,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,38.902948,-77.032882,2026-03-01,189945,2026-03-01 02:23:34 UTC,,,,2021-05-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,500 E Street SW,500 E Street Southwest,,Washington,DC,20024,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.8829566,-77.0190848,2026-03-01,190949,2026-03-01 00:21:27 UTC,,,,2017-08-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$1.50/Hr Parking Fee , $0.25/kWh Energy Fee",,,,,,,,,,false,,,,,,,,,false,
ELEC,1331,1331 Maryland Avenue Southwest,,Washington,DC,20024,,888-998-2546,E,,Public,24 hours daily,,,,,,12,,,Blink Network,https://blinkcharging.com,GPS,38.8840965,-77.0310022,2026-03-01,194612,2026-03-01 00:53:18 UTC,,,,2019-06-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,District Wharf Parking Garage - Public Access on P1,1000 Maine,,Washington,DC,20024,,888-998-2546,E,,Public,24 hours daily,,,,,,11,,,Blink Network,https://blinkcharging.com,GPS,38.8807429,-77.0266704,2026-03-01,194723,2026-03-01 00:51:44 UTC,,,,2017-08-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,2000 M St,2000 M Street,,Washington,DC,20036,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.87706674,-76.98222839,2026-03-01,194873,2026-03-01 00:23:14 UTC,,,,2011-12-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Washington Office Center,409 3rd Street Southwest,,Washington,DC,20024,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,https://blinkcharging.com,GPS,38.884762,-77.0155718,2026-03-01,194878,2026-03-01 01:00:07 UTC,,,,2021-01-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,1400 K St NW,1400 K Street Northwest,,Washington,DC,20005,,888-998-2546,E,,Public,24 hours daily,,,,,,4,,,Blink Network,https://blinkcharging.com,GPS,38.9021614,-77.0322943,2026-03-01,195024,2026-03-01 00:18:13 UTC,,,,2014-09-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$10.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,1400 Eye Street,1400 I Street NW,,Washington,DC,20005,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.901006,-77.032358,2026-03-01,195026,2026-03-01 00:24:57 UTC,,,,2012-01-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.50/Hr Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,Sentinel Square III,45 L Street Northeast,,Washington,DC,20002,,888-998-2546,E,,Public,24 hours daily,,,,,,1,,,Blink Network,https://blinkcharging.com,GPS,38.9036883,-77.0074877,2026-03-01,195028,2026-03-01 00:58:36 UTC,,,,2020-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,531708  Lexington/Market Sq Parking Garage,401 9th St NW & 875 D St NW,,Washington,DC,20004,,888-998-2546,E,,Public,24 hours daily,,,,,,5,,,Blink Network,https://blinkcharging.com,GPS,38.895425,-77.023752,2026-03-01,195029,2026-03-01 00:14:17 UTC,,,,2018-09-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00-$5.00/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
ELEC,600 Mass Ave,600 Massachusetts Avenue Northwest,,Washington,DC,20001,,888-998-2546,E,,Public,24 hours daily,,,,,,9,,,Blink Network,https://blinkcharging.com,GPS,38.9012307,-77.0207401,2026-03-01,195202,2026-03-01 00:16:27 UTC,,,,2016-09-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,false,,,,,,,,,false,
ELEC,531711  JBAB / MWR,Chappie James Boulevard,,Washington,DC,20032,,888-998-2546,E,,Public,24 hours daily,,,,,,10,,,Blink Network,https://blinkcharging.com,GPS,38.8401346,-77.0171786,2026-03-01,195204,2026-03-01 00:10:37 UTC,,,,2018-10-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$1.50/Hr Variable Parking Fee,,,,,,,,,,false,,,,,,,,,false,
